ahe,female,age,northeast,midwest,south,west,yrseduc
18.4615383148,0,53,0,0,0,1,12
11.5384616852,1,57,0,0,0,1,12
15.3846149445,0,58,0,0,0,1,12
16.5384616852,0,37,0,0,0,1,18
39.3162384033,1,51,0,0,0,1,13
15.3846149445,0,35,0,0,0,1,14
8.653845787,1,56,0,0,0,1,12
16.3461532593,0,47,0,0,0,1,13
10.096154213,0,59,0,0,0,1,12
8.1730766296,1,50,0,0,0,1,12
22.4038467407,0,49,0,0,0,1,12
18.75,1,36,1,0,0,0,14
17.3076915741,0,47,1,0,0,0,16
12.8205127716,1,58,1,0,0,0,18
24.0384616852,0,49,0,0,1,0,12
14.903845787,0,55,0,0,1,0,18
17.3076915741,0,37,0,0,1,0,12
23.0769233704,0,62,0,0,1,0,12
16.8269233704,1,21,0,0,0,1,13
19.2307701111,0,26,0,1,0,0,13
18.2692298889,1,42,0,1,0,0,12
14.4230766296,1,37,0,1,0,0,16
19.2307701111,0,36,0,1,0,0,18
2.9585797787,1,52,0,1,0,0,16
10.096154213,1,36,0,1,0,0,14
5.1282052994,0,48,0,1,0,0,12
21.6346149445,0,44,0,1,0,0,12
9.1346149445,0,52,0,1,0,0,14
9.6153850555,1,50,0,1,0,0,11
8.1730766296,0,59,0,1,0,0,12
22.1153850555,1,51,0,1,0,0,14
19.2307701111,0,31,0,1,0,0,16
19.2307701111,1,29,0,1,0,0,18
40.3846168518,0,59,0,0,0,1,13
14.8809528351,0,38,0,0,0,1,20
22.4358978271,1,47,0,1,0,0,14
19.6314105988,0,33,0,1,0,0,14
25,0,62,0,1,0,0,13
12,1,60,0,1,0,0,13
16.8269233704,0,55,1,0,0,0,12
16.8269233704,1,49,1,0,0,0,12
33.1730766296,0,53,1,0,0,0,14
15.3488368988,1,55,1,0,0,0,12
21.6346149445,1,45,1,0,0,0,16
27.8846149445,1,44,1,0,0,0,18
15.3846149445,0,44,1,0,0,0,13
12.0192308426,1,39,1,0,0,0,16
10.5769233704,1,40,1,0,0,0,12
10.5769233704,0,30,1,0,0,0,12
9.8076925278,0,21,1,0,0,0,12
23.0769233704,0,30,1,0,0,0,16
24.0384616852,0,50,0,0,1,0,11
12.5,0,33,0,0,1,0,12
38.4615402222,1,46,0,0,1,0,14
26.4423084259,0,63,0,0,1,0,18
28.8461532593,1,62,0,0,1,0,13
48.0769233704,0,34,0,0,0,1,16
48.0769233704,0,37,0,0,1,0,16
24.0384616852,1,40,0,0,1,0,12
28.3653850555,0,39,0,1,0,0,16
26.4423084259,1,35,0,1,0,0,18
27.4038467407,0,44,0,1,0,0,16
25.5555553436,0,35,0,1,0,0,14
10.7692308426,1,24,0,1,0,0,12
18.7596149445,0,57,0,1,0,0,14
24,0,40,0,1,0,0,12
25.3846149445,0,35,0,1,0,0,14
28.3653850555,0,59,0,1,0,0,12
19.2307701111,1,38,0,1,0,0,14
38.4615402222,0,51,1,0,0,0,16
20.5128211975,0,29,0,1,0,0,16
17.3076915741,0,36,0,1,0,0,16
6.7832169533,0,30,0,1,0,0,18
28.8461532593,1,30,0,0,0,1,18
12.9807691574,1,62,0,0,1,0,16
8.3333330154,0,25,0,0,1,0,12
7.3557691574,1,24,0,0,1,0,16
19.2307701111,1,36,0,0,0,1,16
26.4423084259,1,43,0,0,0,1,16
14.4230766296,0,45,0,0,0,1,13
15.1570510864,1,45,0,1,0,0,20
48.0769233704,0,60,1,0,0,0,12
3.6057691574,0,33,0,0,1,0,12
11.8881120682,1,25,0,0,1,0,16
9.8567304611,0,36,0,0,1,0,14
8.4134616852,1,36,0,0,1,0,14
12.0581731796,0,52,0,1,0,0,8
4.8422856331,1,44,0,1,0,0,12
14.7596149445,0,46,0,1,0,0,16
10,1,51,0,1,0,0,16
17.5571994781,0,58,0,1,0,0,20
31.25,1,44,0,1,0,0,16
20.6730766296,1,58,0,1,0,0,14
23.4794273376,1,36,1,0,0,0,16
8.5798816681,0,35,1,0,0,0,12
22.3145294189,0,36,1,0,0,0,12
14.8706731796,0,42,1,0,0,0,12
7.7431316376,0,35,1,0,0,0,13
34.1880340576,0,55,1,0,0,0,16
33.3333320618,0,47,1,0,0,0,16
19.2307701111,0,40,1,0,0,0,16
21.6346149445,1,40,1,0,0,0,16
15,0,24,0,0,1,0,16
9.6153850555,1,55,0,1,0,0,12
4.1826925278,0,23,0,0,1,0,16
12.9807691574,1,54,0,0,1,0,13
9.6153850555,0,31,0,0,1,0,12
34.9650344849,0,37,0,0,0,1,19
43.7062950134,0,45,0,1,0,0,18
13.9423074722,1,43,0,1,0,0,12
23.5576915741,0,55,0,1,0,0,18
28.8461532593,0,36,0,1,0,0,14
28.8461532593,0,54,0,1,0,0,12
21.6346149445,1,56,0,1,0,0,12
9.6153850555,0,58,0,1,0,0,13
49.1949920654,0,47,0,0,0,1,16
14.2857141495,1,47,0,0,0,1,14
28.3653850555,0,50,0,0,0,1,16
5.7692308426,0,24,0,0,0,1,13
20.6730766296,0,36,0,0,0,1,12
6.25,1,27,0,0,0,1,12
24.0384616852,0,57,0,0,0,1,19
9.7142858505,1,57,0,0,0,1,16
24.0384616852,0,28,0,0,1,0,18
8.653845787,1,45,0,0,1,0,16
20.4750003815,1,54,0,0,1,0,13
25.658536911,0,52,0,0,1,0,18
4.5673074722,1,41,0,0,1,0,14
12.5,0,41,0,0,0,1,14
36.9230766296,1,48,0,0,0,1,14
14.8351650238,1,52,0,0,0,1,16
12,0,62,0,0,0,1,18
24.0384616852,0,33,0,0,0,1,18
14.4230766296,1,51,0,0,0,1,16
15.3846149445,1,21,0,0,0,1,13
28.8461532593,0,47,0,0,0,1,14
28.8461532593,1,45,0,0,0,1,13
16.8269233704,1,35,0,0,0,1,14
26.4423084259,0,41,0,0,0,1,14
30,1,52,0,0,0,1,13
7.6500000954,0,35,0,0,0,1,12
9.1346149445,1,41,0,0,0,1,9
24.0384616852,1,59,0,0,0,1,18
26.9230766296,1,33,0,0,0,1,16
5.4545454979,1,63,0,0,0,1,14
14.4230766296,1,55,0,0,0,1,16
27.8846149445,1,43,0,0,0,1,12
21.6346149445,0,44,0,0,0,1,12
16.8269233704,0,41,0,0,0,1,12
24.0384616852,0,50,0,0,0,1,16
20.9030094147,0,50,0,0,0,1,12
11.125,0,61,0,0,0,1,12
7.6923074722,0,23,0,0,0,1,14
26.9230766296,0,62,0,0,0,1,14
17.3076915741,1,60,0,0,0,1,14
16.8269233704,0,52,0,0,0,1,14
16.8269233704,1,52,0,0,0,1,13
13.4615383148,0,23,0,0,0,1,13
14.4230766296,0,37,0,0,0,1,8
7,0,35,0,0,0,1,12
9.5,0,22,0,0,0,1,12
19.300699234,0,55,0,0,0,1,13
12.9807691574,1,32,0,0,0,1,16
24.7863254547,0,34,0,0,0,1,13
24.0384616852,1,30,0,0,0,1,13
24.0384616852,0,34,0,0,0,1,12
23.0769233704,0,32,0,0,0,1,16
24.6666660309,1,30,0,0,0,1,18
20,0,41,0,0,0,1,16
7.6923074722,1,23,0,0,1,0,16
37.9807701111,0,60,0,0,0,1,20
27.4038467407,1,58,0,0,0,1,20
36.3247871399,1,55,0,0,0,1,12
19.2307701111,0,27,0,0,0,1,14
25,1,50,0,0,0,1,18
17.3076915741,1,39,0,0,0,1,16
14.8601398468,1,52,0,0,0,1,12
13.846154213,0,33,0,0,0,1,16
16.5865383148,1,30,0,0,0,1,18
24.5192298889,0,28,0,0,0,1,18
11.9230766296,0,45,0,0,0,1,12
15.3846149445,1,41,0,0,0,1,12
23.0769233704,0,40,0,0,0,1,13
26.0416660309,1,40,0,0,0,1,18
24.277885437,0,42,0,0,1,0,13
31.25,0,53,0,0,0,1,18
17.6282043457,1,50,0,0,0,1,16
12.0192308426,0,29,0,0,0,1,12
12.5,1,26,0,0,0,1,13
19.5,0,50,1,0,0,0,12
17.3076915741,1,60,1,0,0,0,12
13.4573431015,0,55,1,0,0,0,12
15.3846149445,1,56,1,0,0,0,16
12.3931627274,0,57,1,0,0,0,14
12.0192308426,1,27,1,0,0,0,12
28.8461532593,1,34,1,0,0,0,16
28.8461532593,0,38,1,0,0,0,16
21.7391300201,0,48,0,0,1,0,12
31.25,1,45,0,0,1,0,14
11.153845787,1,42,1,0,0,0,16
28.8461532593,0,50,0,0,1,0,16
16.3461532593,0,35,0,0,1,0,13
15.2884616852,1,26,0,0,1,0,13
12.5,1,46,0,0,1,0,13
27.0146522522,0,54,0,0,1,0,16
14.0820512772,1,53,0,0,1,0,14
5.2884616852,0,59,0,0,1,0,12
10.5769233704,1,47,0,0,1,0,13
7.3964495659,0,59,0,0,1,0,12
17.3882350922,0,49,0,0,1,0,12
12.745098114,0,40,1,0,0,0,9
27.4038467407,0,28,0,0,1,0,13
12.0192308426,1,39,0,0,1,0,18
11.1111106873,0,37,0,0,1,0,12
36.5384597778,0,46,0,0,0,1,14
16.5865383148,1,42,0,0,0,1,13
10.3846149445,1,50,0,0,0,1,16
28.8461532593,0,55,0,0,0,1,16
17.4825172424,1,42,0,0,0,1,16
13.221154213,0,38,0,0,0,1,13
8.653845787,1,45,0,0,0,1,12
17.3076915741,1,37,0,0,0,1,16
28.2692298889,0,35,0,0,0,1,16
28.8461532593,0,32,0,0,0,1,18
25.6410255432,0,42,0,0,1,0,18
17.3076915741,1,59,0,1,0,0,12
19.2307701111,1,50,0,1,0,0,13
21,1,28,0,1,0,0,13
45.6730766296,0,52,0,1,0,0,13
17.0940170288,1,52,0,1,0,0,13
30.2884616852,0,34,0,1,0,0,14
12.4479169846,0,55,0,1,0,0,12
23.4134616852,0,47,0,1,0,0,13
18.4615383148,0,44,0,1,0,0,14
12.8205127716,1,40,0,1,0,0,13
36.1538467407,1,56,0,1,0,0,16
23.8942298889,0,36,0,1,0,0,16
10,0,46,0,1,0,0,13
10.3846149445,1,42,0,1,0,0,16
24.6515388489,1,48,0,1,0,0,16
11.8343191147,0,47,0,1,0,0,13
12.3798074722,1,61,0,1,0,0,16
17.3076915741,0,36,0,1,0,0,19
18.8461532593,1,36,0,1,0,0,18
19.2307701111,1,28,0,1,0,0,16
23.0769233704,0,27,0,1,0,0,16
9.6153850555,1,51,0,1,0,0,16
19.2307701111,0,39,0,1,0,0,14
29.8076915741,0,55,0,1,0,0,14
21.6346149445,0,59,0,1,0,0,13
36.0576934814,1,40,0,1,0,0,16
39.9038467407,0,41,0,1,0,0,16
29.0865383148,0,50,0,0,1,0,13
29.5673084259,1,53,0,0,1,0,12
20.8333339691,1,26,0,0,1,0,14
17.5213680267,0,29,0,0,1,0,16
21.6346149445,0,36,0,1,0,0,16
9.6153850555,1,53,0,0,1,0,16
19.6153850555,0,55,0,0,1,0,18
12.9033651352,0,60,0,0,1,0,13
21.6346149445,0,47,0,0,1,0,16
18.2692298889,1,48,0,0,1,0,16
25.083612442,1,54,0,0,1,0,12
14.7902097702,0,41,0,0,1,0,16
12.44343853,0,33,1,0,0,0,12
29.3115386963,0,51,1,0,0,0,12
29.9145298004,0,34,0,0,1,0,18
15.3846149445,1,30,0,0,1,0,13
37.179485321,0,50,0,0,1,0,13
32.6923065186,0,52,1,0,0,0,12
40.4740600586,0,35,1,0,0,0,19
24.0384616852,1,34,1,0,0,0,14
46.1538467407,0,44,1,0,0,0,18
27.8846149445,1,52,1,0,0,0,19
28.8461532593,0,55,1,0,0,0,18
9,1,62,0,1,0,0,12
17.0118350983,0,52,0,1,0,0,13
18.2692298889,1,50,0,1,0,0,13
26.9230766296,0,51,0,1,0,0,14
19.2307701111,0,56,0,1,0,0,16
20.9790210724,0,43,0,1,0,0,14
10.683760643,1,37,0,1,0,0,12
28.8461532593,0,43,0,1,0,0,20
33.6538467407,1,42,0,1,0,0,18
31.4629802704,1,54,0,1,0,0,16
46.1538467407,0,46,0,1,0,0,16
17.7884616852,0,25,0,1,0,0,16
48.0769233704,0,50,0,1,0,0,14
17.3076915741,1,50,0,1,0,0,13
45.2991447449,0,45,0,1,0,0,16
40.8653831482,0,42,0,1,0,0,16
48.0769233704,1,52,0,1,0,0,16
46.5745201111,0,47,0,1,0,0,16
48.0769233704,0,51,0,0,1,0,16
11.9791669846,1,58,0,0,1,0,14
15.3846149445,0,45,0,0,1,0,13
6.7307691574,1,48,0,0,1,0,13
8.653845787,1,25,0,0,1,0,13
7.6923074722,0,21,0,0,1,0,12
21.367521286,0,48,0,0,1,0,14
24.0384616852,1,49,0,0,1,0,18
6.5934066772,1,34,0,1,0,0,6
6.6666665077,0,43,0,0,0,1,16
17.1192302704,0,34,0,0,0,1,13
29.9145298004,1,35,0,0,0,1,16
18.2692298889,1,45,0,0,0,1,14
25.6410255432,0,44,0,0,0,1,16
9.5,0,54,0,0,0,1,12
12.5,0,54,0,0,0,1,8
15,0,28,0,0,0,1,8
15.3846149445,0,34,0,0,0,1,9
30.7692298889,0,51,0,0,0,1,14
38.4615402222,0,56,0,0,0,1,19
25.6410255432,1,52,0,0,0,1,16
64.9038467407,0,51,1,0,0,0,16
8.0128202438,0,42,1,0,0,0,16
23.0769233704,0,29,1,0,0,0,16
25,1,62,1,0,0,0,18
14.1826925278,0,33,1,0,0,0,12
23.5576915741,0,40,1,0,0,0,13
19.2307701111,0,42,1,0,0,0,12
28.8461532593,0,43,0,0,0,1,16
27.8846149445,0,63,0,0,0,1,14
12.1794872284,1,39,0,0,0,1,12
10.096154213,0,45,1,0,0,0,12
10.096154213,0,63,1,0,0,0,12
12.9807691574,1,34,1,0,0,0,18
51.2820510864,0,51,0,0,1,0,18
13.7820510864,0,24,1,0,0,0,12
7,0,26,1,0,0,0,12
15.8653850555,0,62,1,0,0,0,16
20.1923084259,1,54,1,0,0,0,12
12.0192308426,0,59,1,0,0,0,12
19.7115383148,1,27,1,0,0,0,16
25.6410255432,1,39,1,0,0,0,12
26.9230766296,0,32,1,0,0,0,13
13.6639680862,0,39,1,0,0,0,12
47.0647773743,0,47,0,0,1,0,13
20.1923084259,1,48,0,0,1,0,16
17.6282043457,0,47,0,1,0,0,16
37.4493942261,0,31,0,1,0,0,19
26.7948722839,0,47,0,1,0,0,16
17.9487171173,0,42,0,1,0,0,16
34.1880340576,1,32,0,1,0,0,16
16.3674755096,0,53,0,1,0,0,13
19.2307701111,0,46,0,1,0,0,16
4.8076925278,1,41,0,1,0,0,16
8.653845787,1,48,0,1,0,0,12
13.9423074722,0,46,0,1,0,0,12
8.653845787,0,33,0,1,0,0,11
16.071428299,1,40,0,1,0,0,10
22.7732791901,0,40,0,1,0,0,16
21.6346149445,1,33,0,1,0,0,13
12.0192308426,0,40,0,1,0,0,10
15.7790927887,1,38,0,1,0,0,13
38.4615402222,1,47,0,1,0,0,16
18.4294872284,0,46,0,1,0,0,12
20,0,61,0,1,0,0,13
42.4081192017,0,43,0,1,0,0,18
35.1170578003,1,60,0,1,0,0,18
8.3333330154,1,51,0,1,0,0,12
11.2179489136,0,56,0,1,0,0,19
7.1323261261,0,49,0,1,0,0,13
30.2884616852,1,31,0,0,1,0,13
26.1538467407,0,31,0,0,1,0,12
32.0512809753,0,39,0,0,1,0,13
8.8035211563,0,61,0,0,0,1,16
33.6538467407,1,43,1,0,0,0,16
21.6346149445,0,42,1,0,0,0,14
15.1098899841,1,56,1,0,0,0,14
43.2692298889,0,39,1,0,0,0,16
21.9780216217,1,38,1,0,0,0,16
10.3365383148,1,40,1,0,0,0,12
25.6410255432,0,48,1,0,0,0,16
9.3870191574,1,32,1,0,0,0,10
7.5,0,35,1,0,0,0,10
34.9650344849,0,45,1,0,0,0,18
18.6538467407,1,43,1,0,0,0,14
22.4358978271,0,27,1,0,0,0,14
50.4807701111,0,52,1,0,0,0,16
43,1,52,1,0,0,0,20
12.0192308426,1,24,1,0,0,0,16
10.3846149445,0,53,1,0,0,0,8
16.0256404877,1,40,1,0,0,0,13
9.6153850555,1,31,1,0,0,0,13
10.2564105988,1,61,1,0,0,0,9
11.5384616852,0,57,1,0,0,0,18
16.8269233704,0,42,1,0,0,0,12
19.7368412018,0,54,1,0,0,0,12
10.9890108109,1,48,1,0,0,0,12
35.7142868042,0,58,1,0,0,0,12
14.4230766296,1,55,0,0,1,0,12
21.6346149445,1,50,0,0,1,0,18
20.1923084259,0,48,0,0,1,0,16
12.5,1,46,0,0,1,0,12
12.0192308426,1,44,0,0,1,0,12
11.5384616852,0,24,0,0,1,0,12
20.0320510864,0,22,0,0,1,0,12
14.7435894012,1,57,0,0,1,0,18
7.3717947006,1,29,0,0,1,0,13
20.9319534302,0,34,0,1,0,0,14
15.3846149445,0,33,0,1,0,0,14
16.5,0,60,0,1,0,0,13
10.721154213,1,57,0,1,0,0,13
30.7692298889,1,63,0,1,0,0,14
16.3461532593,0,60,0,1,0,0,13
32.6923065186,1,61,0,1,0,0,16
10.096154213,1,60,0,1,0,0,12
26.2237758636,0,56,0,1,0,0,16
14.8571424484,0,62,0,0,1,0,14
8,1,27,0,0,1,0,12
14.4230766296,0,34,0,0,1,0,9
16.2037029266,0,40,0,0,1,0,12
19.2307701111,0,44,0,0,1,0,16
15.8653850555,1,44,0,0,1,0,12
11.0576925278,1,61,0,0,1,0,13
13.7362632751,0,48,0,0,1,0,18
16.8269233704,1,50,0,0,1,0,16
19.2307701111,0,52,0,0,1,0,13
16.8269233704,1,56,0,0,1,0,14
38.4615402222,0,56,0,0,1,0,16
5.3418803215,1,30,0,0,1,0,16
7.6043953896,0,35,0,0,1,0,11
10.125,0,37,0,0,1,0,12
12.8205127716,0,49,0,0,1,0,16
19.2307701111,1,61,0,0,1,0,18
23.3653850555,1,33,0,0,1,0,14
52.4038467407,0,32,0,0,1,0,16
9.1346149445,1,58,0,0,1,0,14
17.1956729889,0,29,0,0,1,0,12
30.7692298889,0,30,0,1,0,0,16
20.1923084259,0,48,0,0,0,1,13
17.7884616852,0,22,0,0,0,1,13
12.9807691574,1,27,0,0,0,1,14
9.6153850555,1,47,0,0,1,0,12
9.1346149445,0,22,0,0,1,0,13
18.2692298889,1,42,1,0,0,0,16
31.1965808868,0,31,1,0,0,0,16
38.9423065186,1,52,0,0,1,0,16
5.7692308426,0,45,0,0,0,1,14
18.2692298889,1,43,0,0,0,1,16
32.6923065186,0,45,0,0,0,1,10
11.2417583466,1,23,0,0,0,1,12
48.0769233704,0,49,0,0,0,1,13
47.3076934814,0,56,0,0,0,1,16
12.5,1,54,0,0,0,1,13
15.8653850555,1,54,0,0,0,1,18
31.25,0,36,0,0,0,1,16
29.3803424835,1,36,0,0,0,1,16
12.5,1,58,0,0,1,0,13
15.1821861267,0,45,0,0,1,0,16
20.6730766296,1,46,0,0,1,0,16
11.3293266296,0,32,0,0,1,0,12
32.6923065186,0,50,0,0,1,0,12
8.1730766296,1,59,0,0,1,0,12
15.3846149445,0,22,0,0,1,0,12
8.9743585587,1,52,0,0,1,0,14
22.5961532593,0,60,0,0,1,0,13
6.0434064865,1,39,0,0,1,0,12
39.1323776245,0,37,0,1,0,0,20
24,0,44,0,1,0,0,16
40.3846168518,0,54,0,1,0,0,14
19.2307701111,0,30,0,1,0,0,18
24.038942337,1,51,0,1,0,0,13
5.4945054054,1,36,0,0,0,1,11
26.9230766296,0,53,0,0,0,1,12
11.8881120682,1,50,0,0,0,1,18
16.8269233704,0,49,0,0,0,1,12
14.4230766296,1,37,0,0,0,1,13
9.6000003815,0,40,0,0,0,1,12
9.6153850555,0,43,0,0,0,1,12
21.6346149445,1,25,0,0,0,1,16
19.2307701111,0,25,0,0,0,1,14
57.6923065186,0,59,0,0,0,1,18
15.8653850555,0,53,0,0,0,1,13
19.8076915741,0,48,0,0,0,1,13
19.2307701111,1,48,0,0,0,1,18
11.0769233704,1,30,0,0,0,1,13
7.9326925278,0,36,0,0,0,1,13
3.3653845787,1,27,0,0,0,1,14
7.2115383148,1,50,0,0,0,1,14
16.8269233704,0,29,0,0,0,1,12
13.7362632751,0,30,0,1,0,0,13
9.8290596008,0,45,0,1,0,0,13
38.4615402222,0,31,0,1,0,0,16
50.4807701111,0,44,0,0,0,1,16
33.3333320618,0,58,0,0,0,1,13
24.0384616852,1,47,0,0,0,1,12
16.8269233704,1,45,0,0,0,1,14
24.0384616852,1,48,0,0,0,1,12
20.1098899841,1,54,0,0,0,1,18
26.6153850555,1,53,0,0,0,1,18
6.7987565994,0,63,0,0,0,1,12
16.0256404877,0,30,0,0,0,1,13
16.8269233704,0,47,0,0,0,1,6
7.6923074722,1,45,0,0,0,1,12
13.0208330154,0,46,0,0,0,1,13
12.5,1,38,0,0,0,1,13
12.5,0,48,0,0,0,1,6
19.2307701111,1,29,0,0,0,1,13
17.3076915741,0,32,0,0,0,1,12
14.0384616852,0,45,0,0,0,1,13
31.25,1,59,0,0,0,1,14
38.4615402222,1,54,0,0,0,1,18
38.4615402222,0,54,0,0,0,1,16
36.0576934814,0,50,0,0,0,1,12
18.9903850555,1,32,0,0,0,1,16
24.0384616852,0,32,0,0,0,1,14
46.1538467407,1,40,0,0,0,1,18
10.6730766296,0,36,0,0,0,1,12
15.5769233704,1,58,0,0,0,1,12
14.4230766296,1,56,0,0,0,1,13
12.9807691574,0,43,0,0,0,1,14
26.9230766296,0,33,0,0,0,1,12
9.6153850555,0,26,0,0,0,1,10
38.8888893127,1,45,0,0,0,1,13
14.903845787,1,45,0,0,0,1,13
19.7115383148,0,47,0,0,0,1,12
14,1,47,0,0,0,1,14
15.625,1,36,0,0,0,1,16
15.3846149445,0,32,0,0,0,1,16
23.0341873169,0,32,0,0,0,1,16
18.8873634338,0,53,0,0,1,0,12
19.2307701111,0,37,0,0,1,0,13
4.6153845787,1,31,0,0,1,0,16
40.0814666748,0,53,0,0,1,0,16
21.9342308044,1,51,0,0,1,0,13
14.4230766296,1,36,0,0,1,0,11
6,1,41,0,0,1,0,12
13.221154213,1,30,0,0,1,0,14
12.6602563858,0,40,0,0,1,0,13
12.5,0,42,0,1,0,0,12
16.25,1,46,0,0,0,1,12
12.8205127716,0,48,0,0,0,1,12
28.8461532593,1,49,0,0,1,0,14
22.5961532593,0,51,0,0,1,0,12
25.5208339691,0,60,0,0,1,0,12
10.5769233704,0,28,0,0,1,0,12
13.221154213,0,39,0,0,1,0,16
14.022436142,0,45,0,0,1,0,18
25.4807701111,0,57,0,0,1,0,13
13.4615383148,1,55,0,0,1,0,13
44.2307701111,0,57,0,0,0,1,16
7.6923074722,1,45,0,0,1,0,12
8.9743585587,1,34,0,0,1,0,18
12.0192308426,0,38,0,0,1,0,16
14.4230766296,0,46,0,0,1,0,12
25.6410255432,0,53,0,0,1,0,16
29.8076915741,0,56,0,0,1,0,13
9.6153850555,1,49,0,0,1,0,8
7.2115383148,0,58,0,0,1,0,12
50,0,43,0,0,1,0,16
34.6153831482,1,44,0,0,1,0,13
12.0192308426,1,55,0,0,1,0,13
6.8681316376,0,35,0,0,1,0,13
7.8571429253,0,28,0,0,1,0,14
14.7058820724,0,47,0,0,1,0,12
26.4423084259,1,50,0,0,1,0,16
21.6346149445,1,57,0,0,0,1,13
7.2115383148,1,41,0,0,0,1,12
15.3846149445,0,33,0,0,0,1,12
25.9615383148,0,38,0,0,0,1,16
20.6730766296,1,36,0,0,0,1,16
22.9519233704,1,30,0,0,0,1,16
7.2115383148,0,35,0,0,0,1,13
25.8875732422,1,45,0,0,0,1,13
20,0,29,0,0,0,1,13
33.6538467407,0,49,0,0,0,1,18
41.1324768066,1,25,0,0,0,1,16
7.2115383148,0,25,0,0,0,1,14
6.9230771065,0,54,0,0,0,1,12
12.0192308426,0,38,0,0,0,1,13
9.6153850555,1,40,0,0,0,1,13
10,1,53,0,0,0,1,8
12,0,53,0,0,0,1,6
8,0,22,0,0,0,1,11
9.8999996185,0,37,0,0,0,1,6
23.0769233704,0,45,0,0,0,1,11
16.6153850555,1,38,0,0,0,1,12
10.4895105362,0,39,0,0,0,1,8
27.1203155518,0,56,0,0,0,1,16
32.0512809753,0,52,0,0,0,1,16
24.0384616852,1,34,0,0,0,1,13
28.8461532593,0,34,0,0,0,1,13
7.6923074722,0,52,0,0,0,1,6
12.0192308426,0,21,0,0,0,1,14
8.1730766296,1,50,0,0,0,1,6
9.6153850555,0,49,0,0,0,1,6
21.1538467407,1,56,0,0,0,1,13
9.6153850555,0,39,0,0,0,1,8
15,0,30,0,0,0,1,12
27.6923084259,0,49,0,0,0,1,18
15.3846149445,0,42,0,0,0,1,11
31.25,1,49,0,0,0,1,13
50.4807701111,0,48,0,0,0,1,19
9.992307663,0,31,0,0,0,1,12
19.2307701111,0,35,0,0,0,1,6
6.25,0,31,0,0,0,1,9
6.25,0,39,0,0,0,1,9
14.4235572815,1,32,0,0,0,1,13
8.5576925278,0,61,0,0,0,1,16
13.9423074722,0,27,0,0,0,1,14
21.1538467407,0,25,0,0,0,1,6
14.4230766296,1,42,0,0,0,1,12
22.1153850555,0,53,0,0,0,1,12
9.6153850555,1,40,0,0,0,1,13
23.9316234589,0,38,0,0,0,1,13
22.3557701111,1,28,0,0,0,1,16
9.6153850555,1,47,0,0,0,1,16
7.1225070953,0,53,0,0,0,1,16
48.0769233704,0,42,0,0,0,1,16
15.3846149445,0,44,0,0,0,1,14
15.3846149445,1,55,0,0,0,1,12
7.3846154213,1,50,0,0,0,1,9
11.5384616852,1,32,0,0,0,1,14
34.1145820618,0,55,0,0,0,1,16
18.0769233704,0,38,0,0,0,1,18
38.4615402222,1,42,0,0,0,1,19
33.8461532593,1,34,0,0,0,1,19
26.4423084259,0,28,0,0,0,1,18
19.2307701111,0,39,0,0,0,1,16
9.6153850555,1,53,0,0,0,1,16
8.75,0,48,0,0,0,1,6
18.75,0,48,0,0,0,1,10
13.75,1,35,0,0,0,1,13
14.4230766296,0,44,0,0,0,1,12
38.4615402222,1,37,0,0,0,1,16
16.0697116852,1,50,0,0,0,1,14
25.9615383148,0,52,0,0,0,1,16
10.2692308426,1,44,0,0,0,1,16
9.6153850555,0,33,0,0,0,1,6
8.653845787,0,32,0,0,0,1,8
12.0192308426,0,38,0,0,0,1,11
28.8461532593,1,53,0,0,0,1,14
12.0879125595,0,40,0,0,0,1,13
14.4230766296,1,45,0,0,0,1,13
26.4423084259,1,60,0,0,0,1,14
40.0641021729,0,47,0,0,0,1,13
9.1346149445,0,27,0,0,0,1,12
24.0384616852,0,35,0,0,0,1,8
22.5961532593,0,39,0,0,0,1,9
14.4230766296,0,39,0,0,0,1,9
18.2692298889,1,42,0,0,0,1,12
4.8076925278,0,25,0,0,0,1,12
4.8076925278,0,36,0,0,0,1,8
36.0576934814,0,34,0,0,0,1,14
20.1923084259,1,51,0,0,0,1,18
34.6153831482,1,44,0,0,0,1,20
22.3776226044,1,44,0,0,0,1,18
40.8653831482,0,62,0,0,0,1,20
7.2115383148,1,34,0,0,0,1,9
13.4615383148,0,29,0,0,0,1,12
16.8269233704,0,27,0,0,0,1,13
22.5961532593,1,42,0,0,0,1,12
11.0096149445,0,39,0,0,0,1,6
5.7692308426,0,37,0,0,0,1,6
26.6272182465,0,40,0,0,0,1,13
5.1923074722,1,54,0,0,0,1,12
14.4230766296,1,55,0,0,0,1,16
43.2692298889,0,48,0,0,0,1,16
12.0192308426,0,41,0,0,0,1,16
20.4482517242,1,39,0,0,0,1,13
32.0512809753,0,33,0,0,1,0,19
16.9871788025,1,24,0,0,0,1,16
13.9423074722,1,37,0,0,0,1,13
12.5,0,38,0,0,0,1,12
9.8039216995,1,22,0,0,0,1,13
10.8932466507,1,25,0,0,0,1,13
39.9038467407,0,57,0,0,0,1,18
14.4230766296,1,22,0,0,0,1,16
9.6153850555,0,33,0,0,0,1,6
7.2211537361,1,44,0,0,0,1,13
11.5384616852,1,39,0,0,0,1,14
22.7920227051,0,46,0,0,0,1,12
21.9230766296,0,26,0,0,0,1,12
6.5934066772,0,21,0,0,0,1,11
27.7551021576,0,42,0,0,0,1,10
10.5769233704,0,24,0,0,0,1,10
